"Year","GEO","Class of electricity producer","Type of electricity generation","UOM","VALUE","lastmonth"
2023,"Yukon","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",71690,9
2023,"Yukon","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",71690,9
2023,"Yukon","Total all classes of electricity producer","Wind power turbine","Megawatt hours",622,9
2024,"Alberta","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2024,"Alberta","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2024,"Alberta","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",1360427,9
2024,"Alberta","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2024,"Alberta","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",14820,9
2024,"Alberta","Electricity producers, electric utilities","Solar","Megawatt hours",2277682,9
2024,"Alberta","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",46422044,9
2024,"Alberta","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",242672,9
2024,"Alberta","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",33866999,9
2024,"Alberta","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",33624327,9
2024,"Alberta","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",8902116,9
2024,"Alberta","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2024,"Alberta","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2024,"Alberta","Electricity producers, industries","Hydraulic turbine","Megawatt hours",0,9
2024,"Alberta","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2024,"Alberta","Electricity producers, industries","Other types of electricity generation","Megawatt hours",97618,9
2024,"Alberta","Electricity producers, industries","Solar","Megawatt hours",158693,9
2024,"Alberta","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",12462802,9
2024,"Alberta","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",769628,9
2024,"Alberta","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",12179894,9
2024,"Alberta","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",11410266,9
2024,"Alberta","Electricity producers, industries","Wind power turbine","Megawatt hours",26597,9
2024,"Alberta","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2024,"Alberta","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2024,"Alberta","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",1360427,9
2024,"Alberta","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2024,"Alberta","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",112438,9
2024,"Alberta","Total all classes of electricity producer","Solar","Megawatt hours",2436375,9
2024,"Alberta","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",58884846,9
2024,"Alberta","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",1012300,9
2024,"Alberta","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",46046893,9
2024,"Alberta","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",45034593,9
2024,"Alberta","Total all classes of electricity producer","Wind power turbine","Megawatt hours",8928713,9
2024,"British Columbia","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2024,"British Columbia","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2024,"British Columbia","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",32288648,9
2024,"British Columbia","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",NA,9
2024,"British Columbia","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",0,9
2024,"British Columbia","Electricity producers, electric utilities","Solar","Megawatt hours",209,9
2024,"British Columbia","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours",0,9
2024,"British Columbia","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",34958323,9
2024,"British Columbia","Electricity producers, electric utilities","Total electricity production from biomass","Megawatt hours",380027,9
2024,"British Columbia","Electricity producers, electric utilities","Total electricity production from combustible fuels","Megawatt hours",1387135,9
2024,"British Columbia","Electricity producers, electric utilities","Total electricity production from non-renewable combustible fuels","Megawatt hours",1007108,9
2024,"British Columbia","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",1282331,9
2024,"British Columbia","Electricity producers, industries","Combustion turbine","Megawatt hours",NA,9
2024,"British Columbia","Electricity producers, industries","Conventional steam turbine","Megawatt hours",NA,9
2024,"British Columbia","Electricity producers, industries","Hydraulic turbine","Megawatt hours",4323368,9
2024,"British Columbia","Electricity producers, industries","Internal combustion turbine","Megawatt hours",NA,9
2024,"British Columbia","Electricity producers, industries","Other types of electricity generation","Megawatt hours",0,9
2024,"British Columbia","Electricity producers, industries","Solar","Megawatt hours",2862,9
2024,"British Columbia","Electricity producers, industries","Tidal power turbine","Megawatt hours",0,9
2024,"British Columbia","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",7112790,9
2024,"British Columbia","Electricity producers, industries","Total electricity production from biomass","Megawatt hours",2547106,9
2024,"British Columbia","Electricity producers, industries","Total electricity production from combustible fuels","Megawatt hours",2786559,9
2024,"British Columbia","Electricity producers, industries","Total electricity production from non-renewable combustible fuels","Megawatt hours",239453,9
2024,"British Columbia","Electricity producers, industries","Wind power turbine","Megawatt hours",1,9
2024,"British Columbia","Total all classes of electricity producer","Combustion turbine","Megawatt hours",NA,9
2024,"British Columbia","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",NA,9
2024,"British Columbia","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",36612016,9
2024,"British Columbia","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",NA,9
2024,"British Columbia","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours",0,9
2024,"British Columbia","Total all classes of electricity producer","Solar","Megawatt hours",3071,9
2024,"British Columbia","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",0,9
2024,"British Columbia","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",42071113,9
2024,"British Columbia","Total all classes of electricity producer","Total electricity production from biomass","Megawatt hours",2927133,9
2024,"British Columbia","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours",4173694,9
2024,"British Columbia","Total all classes of electricity producer","Total electricity production from non-renewable combustible fuels","Megawatt hours",1246561,9
2024,"British Columbia","Total all classes of electricity producer","Wind power turbine","Megawatt hours",1282332,9
2024,"Canada","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",NA,9
2024,"Canada","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",NA,9
2024,"Canada","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",234315099,9
